what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424508330490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424508331660
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424508332783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424508333158
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424508334484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424508337323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1424508337339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424508344584
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1424508346457
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1424508346457
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1424508346597
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1424508346691
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1424508346691
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1424508346722
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1424508346878
opened,editor,com.android.ide.eclipse.adt,20.0.1.v201207132230-403220,"com.android.ide.eclipse.editors.CommonXmlEditor",1424508346941
activated,editor,com.android.ide.eclipse.adt,20.0.1.v201207132230-403220,"com.android.ide.eclipse.editors.CommonXmlEditor",1424508347003
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1424508349608
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1424508349639
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424508349655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424508358516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521561163
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1424521572146
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1424521572177
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521583362
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1424521583362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521586468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521587638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521678480
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521695492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521695507
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521695507
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521698783
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521698783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521699376
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521715822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521715854
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521715854
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521725013
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521725013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521725699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521840075
activated,editor,com.android.ide.eclipse.adt,20.0.1.v201207132230-403220,"com.android.ide.eclipse.editors.CommonXmlEditor",1424521840231
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521841198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521847095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521849777
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521855611
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424521870993
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424521885953
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424521890071
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424521892405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521897273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521897663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521903436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521928256
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424521932608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521934355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521935338
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424521939394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521944090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521944340
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521957459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424521959752
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424521961266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424521961858
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424521971595
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1424521977648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424521978459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522028191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522041045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522046250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522046998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522074392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522074891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522078620
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424522081006
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424522094251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522108634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522146203
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1424522149947
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1424522150914
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1424522151086
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1424522151366
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1424522156327
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1424522156343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1424522164845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424522168885
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424522173347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1424522174891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1424522175625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1424522178058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424522178869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522180944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522252398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522254925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522262429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522266407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522272163
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1424522275907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522285330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522285564
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424522290478
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424522298278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424522302162
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424522315547
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424522332843
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1424522342532
started,bundle,com.android.ide.eclipse.ddms,20.0.1.v201207132230-403220,"com.android.ide.eclipse.ddms",1424522351377
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1424522351377
started,bundle,com.android.ide.eclipse.traceview,20.0.1.v201207132230-403220,"com.android.ide.eclipse.traceview",1424522351643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522353284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522453213
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424522458533
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424522466570
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1424522494323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522505555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522507148
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1424522507179
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1424522509363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522513029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522514464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424522514480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522516664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522517881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424522517881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522521625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522522888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424522522904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522525104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522526398
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424522526523
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1424522526679
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1424522526679
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1424522526679
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1424522526679
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1424522526679
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1424522526679
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1424522526679
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1424522526679
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,20.0.1.v201207132230-403220,"overlay.com.android.ide.eclipse.adt.overlay",1424522526679
stopped,bundle,com.android.ide.eclipse.adt,20.0.1.v201207132230-403220,"com.android.ide.eclipse.adt",1424522526679
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1424522526679
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1424522526679
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1424522526679
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1424522526679
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1424522526679
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1424522526679
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1424522526679
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1424522526679
